id,budget,genres,homepage,overview,production_companies,production_countries,release_date,runtime,spoken_languages,title,vote_average,cast
8848,20m usd,"['Thriller', 'Crime', 'Drama']",http://thebankjobmovie.com/,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.","['Atlas Entertainment', 'Mosaic Media Group', 'Omnilab Media', 'Relativity Media', 'Skyline (Baker St)']","['Australia', 'United Kingdom', 'United States of America']",2008-02-28,1h 52m,['English'],The Bank Job,6.6,"['Jason Statham', 'Saffron Burrows', 'Stephen Campbell Moore', 'Daniel Mays', 'James Faulkner', 'Alki David', 'Michael Jibson', 'Georgia Taylor', 'Richard Lintern', 'Peter Bowles', 'Alistair Petrie', 'Hattie Morahan', 'Julian Lewis Jones', 'Andrew Brooke', 'Rupert Frazer', 'Keeley Hawes', 'Don Gallagher', 'Craig Fairbrass', 'Gerard Horan', 'David Suchet', 'Peter de Jersey', 'Colin Salmon', 'Sharon Maughan', 'Angus Wright', 'Dylan Charles', 'Julian Firth', 'Antony Gabriel']"
38,20m usd,"['Science Fiction', 'Drama', 'Romance']",http://www.eternalsunshine.com,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['Anonymous Content', 'This Is That Productions', 'Focus Features']",['United States of America'],2004-03-19,1h 48m,['English'],Eternal Sunshine of the Spotless Mind,7.9,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paul Litowsky', 'Amir Ali Said', 'Lauren Adler']"
38303,20m usd,"['Comedy', 'Romance']",,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.","['Oops Doughnuts Productions', 'Touchstone Pictures', 'Frontier Pictures']",['United States of America'],2010-09-24,1h 45m,['English'],You Again,6.0,"['Kristen Bell', 'Sigourney Weaver', 'Betty White', 'Kristin Chenoweth', 'Odette Annable', 'Jamie Lee Curtis', 'Christine Lakin', 'Cloris Leachman', 'James Wolk', 'Victor Garber', 'Kyle Bornheimer', 'Sean Wing', 'Patrick Duffy', 'Ashley Fink', 'Henry G. Sanders']"
1266,20m usd,"['Action', 'Crime', 'Drama', 'Thriller']",,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.","['Fox Searchlight Pictures', 'Regency Enterprises', 'Dune Entertainment III', 'Emmett/Furla Films']",['United States of America'],2008-04-10,1h 49m,"['English', 'Türkçe']",Street Kings,6.3,"['Keanu Reeves', 'Forest Whitaker', 'Chris Evans', 'Hugh Laurie', 'Martha Higareda', 'Cedric the Entertainer', 'Naomie Harris', 'Common', 'Angela Sun', 'Cle Shaheed Sloan', 'Jayceon Terrell Taylor', 'Michael Monks', 'Jay Mohr', 'Terry Crews', 'Game', 'Kate Clarke', 'John Corbett', 'Amaury Nolasco', 'Noel Gugliemi', 'Michael Monks', 'Clifton Powell', 'Daryl Gates', 'Kenneth Choi', 'Wally Rudolph', 'Garret Sato', 'Kerry Wong', 'Aaron McPherson', 'Paul Anthony Barreras', 'Yonda Davis', 'Siobhan Parisi', 'Emilio Rivera', 'Michael D. Roberts', 'Kami Jones', 'Jernard Burks', 'Kevin Benton', 'Amy Dudgeon', 'Genesis Codina', 'Michaela Pereira', 'Jaime FitzSimons', 'Joanne Chew', 'Kel Ann Hsieh', 'Patrick Gallagher', 'Kirstin Pierce', 'Carlos Amezcua', 'David Ayer', 'Candice A. Buenrostro', 'Daniel Van Dyke', 'Masen Faison']"
107985,20m usd,"['Comedy', 'Action', 'Science Fiction']",,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,"['Universal Pictures', 'Big Talk Productions', 'Focus Features', 'Working Title Films']",['United Kingdom'],2013-07-18,1h 49m,['English'],The World's End,6.7,"['Simon Pegg', 'Nick Frost', 'Martin Freeman', 'Eddie Marsan', 'Paddy Considine', 'Rosamund Pike', 'Pierce Brosnan', 'David Bradley', 'Thomas Law', 'Zachary Bailess', 'Jasper Levine', 'James Tarpey', 'Luke Bromley', 'Sophie Evans', 'Samantha White', 'Rose Reynolds', 'Richard Hadfield', 'Flora Slorach', 'Francesca Reidie', 'Charlotte Reidie', 'Michael Smiley', 'Alex Austin', 'Jonathan Aris', 'Jenny Bede', 'Angie Wallis', 'Paul Bentall', 'Richard Graham', 'Alice Lowe', 'Rafe Spall', 'Leo Thompson', 'Steve Oram', 'Julia Deakin', 'Greg Townley', 'Sebastian Zaniesienko', 'Luke Scott', 'Tyler Dobbs', 'Samuel Mak', 'Teddy Kempner', 'Mark Kempner', 'Nick Holder', 'Darren Boyd', 'Paul Kennington', 'Mike Sarne', 'Reece Shearsmith', 'Nicholas Burns', 'Mark Heap', 'Kelly Franklin', 'Stacey Franklin', 'James Granstrom', 'Gabe Cronnelly', 'Patricia Franklin', 'Bill Nighy', 'Mark Donovan', 'Ricky Champ', 'Ken Bones']"
19901,20m usd,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']",http://www.daybreakersmovie.com/,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.","['Lionsgate', 'Furst Films', 'Pictures in Paradise', 'Pacific Film and Television Commission', 'Australian Film Finance Corporation (AFFC)']","['United States of America', 'Australia']",2009-01-06,1h 38m,['English'],Daybreakers,6.0,"['Ethan Hawke', 'Sam Neill', 'Willem Dafoe', 'Claudia Karvan', 'Isabel Lucas', 'Vince Colosimo', ""Jay Laga'aia"", 'Michael Dorman', 'Harriet Minto-Day', 'Tiffany Lamb', 'Mungo McKay', 'Emma Randall', 'Charlotte Wilson', 'Christopher Kirby', 'Troy MacKinder', 'Robyn Moore']"
34016,20m usd,"['Comedy', 'Romance']",http://www.getyourrating.com/,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.","['DreamWorks SKG', 'Mosaic']",['United States of America'],2010-03-11,1h 44m,['English'],She's Out of My League,5.9,"['Alice Eve', 'Jay Baruchel', 'Mike Vogel', 'Krysten Ritter', 'Debra Jo Rupp', 'Lindsay Sloane', 'Kim Shaw', 'Geoff Stults', 'T.J. Miller', 'Nate Torrence', 'Kyle Bornheimer', 'Jasika Nicole', 'Adam LeFevre', 'Andrew Daly']"
59860,20m usd,"['Adventure', 'Comedy', 'Romance']",,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,"['Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'DiNovi Pictures', 'Dune Entertainment III', 'Blossom Films']","['Hungary', 'United States of America']",2011-07-01,1h 49m,['English'],Monte Carlo,6.0,"['Selena Gomez', 'Katie Cassidy', 'Cory Monteith', 'Leighton Meester', 'Andie MacDowell', 'Luke Bracey', 'Richard Rifkin', 'Pierre Boulanger', 'Pierre Boulanger', 'Brett Cullen', 'Valérie Lemercier', 'Catherine Tate', 'Christophe Malavoy', 'Giulio Berruti', 'Máté Haumann', 'Attila Árpa']"
10069,9m usd,"['Horror', 'Thriller']",,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.","['Spyglass Entertainment', 'Hollywood Pictures', 'Endgame Entertainment', 'Wonderland Sound and Vision']",['United States of America'],2006-03-24,1h 40m,['English'],Stay Alive,5.3,"['Jon Foster', 'Samaire Armstrong', 'Frankie Muniz', 'Jimmi Simpson', 'Wendell Pierce', 'Milo Ventimiglia', 'Sophia Bush', 'Adam Goldberg', 'Billy Slaughter', 'Nicole Oppermann', 'April Wood', 'Rio Hackford', 'Billy Louviere', 'Monica Monica', 'Maria Kalinina', 'Rick Green', 'J. Richey Nash', 'Lauren Lorbeck', 'Veronica Mosgrove', 'James Haven']"
12819,20m usd,"['Family', 'Animation']",http://alphaandomega3d.com/index.html,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.","['Lions Gate Family Entertainment', 'Relativity Media', 'Crest Animation Productions']","['United States of America', 'India']",2010-09-17,1h 28m,['English'],Alpha and Omega,5.3,"['Hayden Panettiere', 'Justin Long', 'Dennis Hopper', 'Christina Ricci', 'Danny Glover', 'Christine Lakin', 'Vicki Lewis', 'Bitsie Tulloch', 'Eric Price', 'Kevin Sussman', 'Chris Carmack', 'Brian Donovan']"
9954,20m usd,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,"['Screen Gems, Inc.']",['United States of America'],2006-09-08,1h 37m,['English'],The Covenant,5.2,"['Steven Strait', 'Laura Ramsey', 'Jessica Lucas', 'Taylor Kitsch', 'Chace Crawford', 'Sebastian Stan', 'Toby Hemingway', 'Kyle Schmid', 'Wendy Crewson', 'Stephen McHattie', 'Kenneth Welsh', 'Basia Jasinski', 'Christian Baril', 'Larry Day', 'Steven Crowder', 'Robert Crooks', 'Rob Burns', 'Jonathan Deveau', 'Vito DeFilippo', 'Frank Fontaine']"
577,20m usd,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.","['The Rank Organisation', 'Columbia Pictures Corporation']",['United States of America'],1995-05-20,1h 46m,['English'],To Die For,6.7,"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas', 'Alison Folland', 'Dan Hedaya', 'Wayne Knight', 'David Cronenberg', 'Kurtwood Smith', 'Holland Taylor', 'Susan Traylor', 'Maria Tucci', 'Tim Hopper']"
328387,20m usd,"['Mystery', 'Adventure', 'Crime']",http://www.playnerve.com/,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.","['Lionsgate', 'Allison Shearmur Productions', 'Keep Your Head']",['United States of America'],2016-07-27,1h 36m,['English'],Nerve,7.1,"['Emma Roberts', 'Dave Franco', 'Emily Meade', 'Miles Heizer', 'Juliette Lewis', 'Kimiko Glenn', 'Machine Gun Kelly', 'Marc John Jefferies', 'Samira Wiley', ""Brian 'Sene' Marc"", 'Ed Squires', 'Deema Aitken', 'Michael Drayer', 'Josh Ostrovsky', ""Eric D'Alessandro"", 'Rightor Doyle', 'Arielle Vandenberg', 'Jonny Beauchamp', 'Wesley Volcy', 'Damond McFarland', 'Kim Ramirez', 'Albert Sidoine']"
12690,20m usd,"['Drama', 'Western', 'Crime']",,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,"['New Line Cinema', 'Groundswell Productions', 'Axon Films']",['United States of America'],2008-09-12,1h 55m,"['English', 'Español']",Appaloosa,6.3,"['Viggo Mortensen', 'Ed Harris', 'Renée Zellweger', 'Jeremy Irons', 'Timothy Spall', 'Lance Henriksen', 'Timothy V. Murphy', 'Robert Jauregui', 'Luce Rains', 'Gabriel Marantz', 'Cerris Morgan-Moyer', 'James Gammon', 'Tom Bower', 'Ariadna Gil']"
9945,20m usd,"['Action', 'Drama', 'Fantasy', 'Horror', 'Thriller']",http://www.theofficialjohncarpenter.com/vampires/,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,"['Columbia Pictures', 'Largo Entertainment', 'JVC Entertainment Networks', 'Film Office', 'Spooky Tooth Productions', 'Storm King Productions']",['United States of America'],1998-04-15,1h 48m,"['English', 'Latin']",Vampires,5.8,"['James Woods', 'Daniel Baldwin', 'Sheryl Lee', 'Thomas Ian Griffith', 'Maximilian Schell', 'Tim Guinee', 'Mark Boone Junior', 'Gregory Sierra', 'Cary-Hiroyuki Tagawa', 'Thomas Rosales, Jr.', 'Clarke Coleman', 'Mark Sivertsen']"
13596,20m usd,"['Romance', 'Comedy']",http://www.mybestfriendsgirlmovie.com,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.","['Lionsgate', 'New Wave Entertainment', 'Management 360', 'Terra Firma Films', 'Superfinger Entertainment']",['United States of America'],2008-09-19,1h 41m,['English'],My Best Friend's Girl,5.4,"['Dane Cook', 'Kate Hudson', 'Alec Baldwin', 'Jason Biggs', 'Diora Baird', 'Lizzy Caplan', 'Riki Lindhome', 'Mini Anden', 'Nate Torrence', 'Hilary Pingle', 'Malcolm Barrett', 'Taran Killam', 'Faye Grant', 'Amanda Brooks', 'Richard Snee', 'Alberto Bonilla', 'Sally Pressman', 'Kate Albrecht', 'Rakefet Abergel', 'Andrew Caldwell', 'Maureen Keiller', 'Tom Kemp', 'Tony V.', 'Jacqui Holland', 'Andria Blackman', 'Georgia Lyman', 'Melina Lizette', 'Josh Alexander', 'Jenny Mollen', 'Eamon Brooks', 'Cyce Sadsad', 'Rob Rota', 'Edna Panaggio']"
226857,20m usd,"['Drama', 'Romance']",,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,"['Universal Pictures', 'Fake Empire', 'Bluegrass Films']",['United States of America'],2014-02-12,1h 43m,['English'],Endless Love,6.7,"['Alex Pettyfer', 'Gabriella Wilde', 'Robert Patrick', 'Rhys Wakefield', 'Emma Rigby', 'Joely Richardson', 'Bruce Greenwood', 'Dayo Okeniyi', 'Anna Enger', 'Fabianne Therese', 'Meaghan Jette Martin', 'Mike Blandino', 'Jake Schultz', 'Jeff Pope', 'Zechariah Pierce', 'Ryan Lewis', 'Dan Triandiflou', 'Stephanie Northrup', 'Andrew Masset', 'Patrick Johnson', 'Alexa Rachelle', 'Jonathan Velazquez', 'Marie Burke', 'Danielle Rodas', 'Tallie L. Brinson', 'William Henry Milne', 'Sonia Rose', 'Joey Nappo', 'Jimmy Gonzales', 'Sharon Conley', 'Michelle Brzenk', 'Jon Menick', 'Nelson Bonilla', 'Alexandra Bartee', 'Matthew Withers', 'Nathan Standridge', 'Skip P. Welch', 'Judith Weston']"
13159,20m usd,"['Comedy', 'Drama', 'Romance']",,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.","['Universal Pictures', 'Morgan Creek Productions']",['United States of America'],2007-05-11,1h 53m,"['English', 'Français', 'Deutsch']",Georgia Rule,5.6,"['Jane Fonda', 'Lindsay Lohan', 'Felicity Huffman', 'Dermot Mulroney', 'Cary Elwes', 'Garrett Hedlund', 'Héctor Elizondo', 'Dylan McLaughlin', 'Zachary Gordon', 'Laurie Metcalf', 'Hope Alexander-Willis']"
526,20m usd,"['Adventure', 'Drama', 'Fantasy', 'Romance']",,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.","['Twentieth Century Fox Film Corporation', 'Warner Bros.']",['United States of America'],1985-03-27,2h 1m,['English'],Ladyhawke,6.8,"['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer', 'Alfred Molina', 'John Wood', 'Leo McKern', 'Ken Hutchison', 'Giancarlo Prete', 'Loris Loddi', 'Charles Borromel', 'Massimo Sarchielli', 'Nicolina Papetti', 'Alessandro Serra', 'Venantino Venantini', 'Nanà Cecchi']"
2355,20m usd,['Drama'],http://www.sonypictures.com/movies/reignoverme/index.html,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,"['Columbia Pictures', 'Happy Madison Productions', 'Sunlight Productions', 'Relativity Media', 'Madison 23']",['United States of America'],2007-03-23,2h 4m,['English'],Reign Over Me,7.1,"['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler', 'Saffron Burrows', 'Donald Sutherland', 'Robert Klein', 'Melinda Dillon', 'Mike Binder', 'Jonathan Banks', 'Rae Allen', 'Paula Newsome', 'John de Lancie', 'Paul Butler', 'Camille LaChe Smith', 'Imani Hakim', 'Denise Dowse', 'Anthony Chisholm', 'B. J. Novak', 'Jessica Golden', 'Ted Raimi', 'Harris Peet', 'Molly Binder', 'Tommy Nohilly', 'Robert Harvey', 'Nick Taylor', 'M.D. Walton', 'Chad Brigockas', 'Elizabeth Andrews', 'Neal Young', 'Lela Loren']"
5915,15m usd,"['Adventure', 'Drama']",http://www.intothewild.com/,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.","['Paramount Vantage', 'River Road Entertainment', 'Art Linson Productions', 'Into the Wild']",['United States of America'],2007-09-11,2h 28m,"['Dansk', 'English']",Into the Wild,7.8,"['Emile Hirsch', 'Marcia Gay Harden', 'William Hurt', 'Jena Malone', 'Brian H. Dierker', 'Catherine Keener', 'Vince Vaughn', 'Kristen Stewart', 'Hal Holbrook', 'Thure Lindhardt', 'Signe Egholm Olsen', 'Cheryl Francis Harrington', 'Zach Galifianakis', 'Robin Mathews', 'Steven Wiig', 'Bryce Walters', 'R. D. Call', 'Haley Ramm', 'Merritt Wever', 'John Jabaley', 'Leonard Knight', 'Timothy Levine', 'Parris Mosteller', 'J. Nathan Simmons', 'Haley Sweet']"
9842,20m usd,"['Comedy', 'Drama', 'Romance']",,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",['Dimension Films'],['United States of America'],2006-09-29,1h 40m,['English'],School for Scoundrels,5.6,"['Billy Bob Thornton', 'Jon Heder', 'Jacinda Barrett', 'Sarah Silverman', 'Michael Clarke Duncan', 'David Cross', 'Horatio Sanz', 'Matt Walsh', 'Todd Louiso', 'Ben Stiller', 'Luis Guzmán', 'Dan Fogler', 'DeRay Davis', 'Jon Glaser', 'Paul Scheer', 'Joanne Baron', 'Omar J. Dorsey', 'Marcella Lowery', 'Jim Parsons', 'Leonard Earl Howze', 'Aziz Ansari', 'Remy K. Selma', 'Andrew Daly', 'Bob Stephenson', 'Jessica Stroup', 'Lizz Carter', 'Steve Monroe', 'Malika Haqq', 'Khadijah Haqq', 'Nicole Randall Johnson', 'Kimberly Evan', 'Che Landon', 'Chris Rubio']"
61012,20m usd,"['Thriller', 'Horror', 'Mystery']",,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.","['Davis-Films', 'Konami Corporation Ltd.']","['France', 'Canada']",2012-10-10,1h 34m,['English'],Silent Hill: Revelation 3D,5.0,"['Adelaide Clemens', 'Kit Harington', 'Sean Bean', 'Carrie-Anne Moss', 'Radha Mitchell', 'Deborah Kara Unger', 'Malcolm McDowell', 'Martin Donovan', 'Heather Marks', 'Roberto Campanella', 'Erin Pitt', 'Peter Outerbridge', 'Jefferson Brown', 'Milton Barnes', 'Rachel Sellan', 'Arlene Duncan', 'Boyd Banks', 'Jacky Lai', 'James Kirchner', 'Conrad Bergschneider', 'Darren Josephs', 'Peter Schoelier']"
755,19m usd,"['Horror', 'Action', 'Thriller', 'Crime']",http://www.miramax.com/movie/from-dusk-till-dawn/,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",['United States of America'],1996-01-19,1h 48m,"['English', 'Español']",From Dusk Till Dawn,6.9,"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff', 'Johnny Vatos Hernandez', 'Aimee Graham', 'Heidi McNeal', 'Ernest M. Garcia', 'Gregory Nicotero', 'Cristos', 'Mike Moroff', 'Tia Texada', 'Janine Jordae', 'Ungela Brockman', 'Michelle Berube', 'Michael McKay', 'Jake McKinnon', 'Walter Phelan', 'Wayne Toth']"
9470,20m usd,"['Action', 'Comedy', 'Crime', 'Fantasy']",,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",['Columbia Pictures'],"['China', 'Hong Kong']",2004-02-10,1h 39m,['广州话 / 廣州話'],Kung Fu Hustle,7.2,"['Stephen Chow', 'Yuen Wah', 'Yuen Qiu', 'Lam Tze-Chung', 'Huang Sheng-Yi', 'Dung Chi-Wa', 'Chiu Chi-Ling', 'Xing Yu', 'Danny Chan Kwok-Kwan', 'Bruce Leung Siu-Lung', 'Tenky Tin Kai-Man', 'Jia Kang-Xi', 'Fung Hak-On', 'Lam Suet', 'Yuen Cheung-Yan', 'Feng Xiaogang', 'Kai Shi Chen']"
7979,20m usd,['Drama'],http://www.kiterunnermovie.com/,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.","['DreamWorks SKG', 'MacDonald/Parkes Productions', 'Sidney Kimmel Entertainment', 'Neal Street Productions', 'China Film Co-Production Corporation', 'Wonderland Films', 'Participant Media', 'Ebeling Group', 'Beijing Happy Pictures Cultural Communications Co.', 'Kite Runner Holdings']","['China', 'United States of America']",2007-10-14,2h 8m,"['English', 'Português', 'پښتو', 'Pусский', 'اردو']",The Kite Runner,7.3,"['Khalid Abdalla', 'Atossa Leoni', 'Shaun Toub', 'Zekeria Ebrahimi', 'Ahmad Khan Mahmoodzada', 'Ali Danish Bakhty Ari', 'Elham Ehsas', 'Homayoun Ershadi', 'Nabi Tanha', 'Bahram Ehsas', 'Tamim Nawabi', 'Saïd Taghmaoui', 'Mohamad Nabi Attai', 'Mir Mahmood Shah Hashimi', 'Mohamad Nadir Sarwari', 'Mustafa Haidari']"
470,20m usd,"['Drama', 'Crime', 'Thriller']",http://www.21-grams.com/index.php,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.","['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']",['United States of America'],2003-09-06,2h 4m,['English'],21 Grams,7.2,"['Sean Penn', 'Naomi Watts', 'Benicio del Toro', 'Danny Huston', 'Carly Nahon', 'Claire Pakis', 'Eddie Marsan', 'Melissa Leo', 'Charlotte Gainsbourg', 'Clea DuVall', 'Teresa Delgado', ""Denis O'Hare"", 'John Rubinstein', 'Marc Musso', 'Tony Vaughn', 'Paul Calderon', 'Trent Dee', 'Loyd Keith Salter', 'Carlo Alban', 'Annie Corley', 'Catherine Dent', 'Anastasia Herin', 'Arita Trahan', 'Roberto Medina', 'Tom Irwin', 'Lew Temple', 'Charlie B. Brown']"
22074,20m usd,['Documentary'],http://www.capitalismalovestory.com/,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).","['The Weinstein Company', 'Paramount Vantage']",['United States of America'],2009-09-06,2h 0m,"['English', 'Polski']",Capitalism: A Love Story,7.0,"['Michael Moore', 'Thora Birch', 'William Black', 'Elijah Cummings', 'Baron Hill', 'Marcy Kaptur', 'Wallace Shawn', 'Elizabeth Warren', 'Peter Zalewski']"
290751,19m usd,"['Crime', 'Drama', 'Mystery']",http://secretintheireyes.movie/,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","['Ingenious Media', 'Gran Via Productions', 'IM Global', 'STX Entertainment', 'Route One Entertainment', 'Union Investment Partners', 'SITE Productions', ""Willie's Movies""]","['Spain', 'United Kingdom', 'United States of America']",2015-10-14,1h 51m,['English'],Secret in Their Eyes,6.2,"['Chiwetel Ejiofor', 'Nicole Kidman', 'Julia Roberts', 'Dean Norris', 'Lyndon Smith', 'Michael Kelly', 'Mark Famiglietti', 'Zoe Graham', 'Don Harvey', 'Ross Partridge', 'Joe Cole']"
